,All_Type
SEC22B-VPS4A,0
CDK6-NHP2,0
TCOF1-KRAS,0
FUBP1-SFPQ,0
CEP63-MASTL,0
NRAS-XPO1,0
ABL2-GSTP1,0
STAT6-GPR137,0
ARID1A-MMP19,0
KRAS-PMS1,0
BNIP1-EXOSC3,0
KCTD10-METAP2,0
NUP85-PELO,0
MAPKAPK2-PIK3CA,0
KRAS-DOCK4,0
KRAS-RUVBL1,0
GFER-XRN2,0
EIF3H-PTTG1,0
RHBDD2-STARD4,0
KCTD10-NUP54,0
CYB561-DFNA5,0
ASPSCR1-SMARCB1,0
MASTL-PTTG1,0
KRAS-GTPBP4,0
PIAS4-RNF126,0
EIF3D-VPS72,0
KRAS-SCFD2,0
DTX2-GALC,0
MBD6-PTGIR,0
OPA1-TRNAU1AP,0
TAX1BP1-YKT6,0
CSK-SLC3A2,0
ARL8A-NRAS,0
MBD3-NCLN,0
ABCC10-TAB2,0
NACA-RPP38,0
EIF3D-MED28,0
KIAA1524-PRSS36,1
CKAP5-NUP54,0
HNRNPAB-STK17B,0
HSCB-PPAT,0
EXOSC6-MED28,0
SMIM8-RBM12B,0
KIF2A-NAE1,0
CENPM-PELO,1
ITPKC-SSH3,0
CCDC127-PPARG,0
DCAF7-ZNF574,0
BIRC5-CAMK2G,1
KRAS-DCAF16,0
GADD45A-MCM5,0
PSMD1-PSPH,0
RRAGB-ASAP1,0
CDK1-PIK3CB,0
PIGV-SMAGP,0
ABL2-NAE1,0
KDM1A-MZT1,0
RGS19-TBC1D5,0
HDGF-MS4A4A,0
KRAS-ZPR1,0
DHX38-KRAS,0
HRAS-ITGA5,0
TTC4-ZNF511,0
PRKRIR-RRBP1,0
PTTG1-TCF20,0
HRAS-SYTL2,1
ADAM17-RNPEP,0
MRPL42-RPL5,0
CENPM-POLR2K,1
RPA2-KRAS,0
ATP6V1C1-MED21,0
P2RY6-PIK3CD,0
POLR2A-KRAS,0
DPP9-NAE1,0
ABL1-LDLRAD4,0
KHSRP-CPSF1,0
EXOSC4-NIP7,0
COPS5-TFB1M,0
THOP1-PTEN,0
FMO5-RBM28,0
SENP2-DNAJC10,0
CDK13-NRAS,0
POLH-POLR1B,0
TP53-SPHK1,0
KRAS-GNAQ,0
IGFBP6-RLF,1
AURKAIP1-SLC29A1,0
CHAF1A-PIN1,0
CCND3-ABL2,0
CCND3-SPTLC1,0
FAF2-SMARCD3,0
CHD1-HMGCR,0
NUP54-RPL13,0
PLCG2-TMC8,0
PIK3C3-SS18L1,0
RBM26-CCAR1,0
ACVRL1-PTPRE,0
LAPTM5-ZNF12,0
SYNGR2-TFPI,0
HRAS-RPP38,0
BCL2L1-RLF,0
FAIM-PLBD2,0
LSM7-SKP2,0
EIF3D-MED23,0
COPS5-XRN2,0
MRPL20-PARK7,0
S100P-TSC22D2,1
EEF1G-EXOSC9,0
CTNNBL1-MAN1C1,0
RPL35-TUBGCP3,0
TBCE-ZFP36L2,0
CHEK2-MTOR,0
BLM-POLR2J,0
NMD3-PRKAA1,0
ABCC10-TK2,0
UBR4-ARFGAP1,0
COG8-DTX2,0
GMIP-HSH2D,0
MEN1-NF1,0
COPS4-MAPKAP1,0
CDC25B-GRB2,0
GNS-UBE2Q1,0
ADPRM-CCT2,0
KRAS-ZNF174,1
PRLR-RBM19,0
ZFAT-PTAR1,0
MAP2K5-NRAS,0
KCTD10-PDRG1,0
FNTA-PRKDC,0
HAUS5-MAP4K1,0
NRAS-TAF12,0
CD47-RRM1,0
INTS3-NSMCE4A,0
CDK9-PARP1,0
TP53-MAP3K13,0
COMT-NCOA2,0
NAMPT-TTC4,0
ALDH18A1-TM9SF2,0
EIF3H-RPS5,0
BRCA2-PRDX2,0
MUS81-ARL4D,0
CDK9-SRC,0
LRCH4-NAE1,0
DAGLB-SSBP2,0
KRAS-CCT3,0
BLM-KCTD9,0
MTBP-NRAS,1
BRCA2-SMARCB1,0
GTF3C5-TMEM203,0
PTTG1-HIST1H2BK,0
DCTN4-NSMCE4A,0
RNF126-UQCR11,0
MED28-TAZ,0
LRCH4-UST,1
TBC1D31-BRCA1,1
IGF2BP2-BRCA1,0
CREB3L2-FBXL19,1
EDN1-TPX2,1
COG3-RAB1B,0
POLR2B-VPS72,0
MTRF1L-TSC1,0
EIF2B4-STX11,0
CDK2-PPM1D,0
PHACTR1-TMSB10,0
MED1-NACA,0
ARL2-POLE,0
MUS81-PWWP2B,0
AKT1-TXNRD1,0
FAM126A-POC1A,1
SECISBP2L-TTYH3,0
INTS3-SNAPC1,0
DCTN4-VPS72,0
TRA2B-TTC4,0
NAE1-SMC3,0
BLM-ASH2L,0
GALK1-PRKDC,0
GTF2H1-POLD4,0
GTF3C3-WDR61,0
CA2-NT5DC2,0
GIMAP4-BRCA1,0
COPE-TRPM7,0
MUS81-INO80,0
MUS81-ADAM8,0
ILF2-NAE1,0
CRK-RPN1,0
HSF1-TAB2,0
NAE1-RPE,0
EPB41-ITGB1BP1,0
CFD-SUN1,0
ARID1B-CHST13,0
NRDE2-KRAS,0
PGAP2-PTPN12,0
CD200R1-NUDT19,1
BLM-AHR,0
CDKN1A-NDUFB1,0
SKIL-TP53,0
HECW2-RGS19,1
KRAS-PRPF3,0
CPEB3-PDIK1L,1
ARF4-KRAS,0
HRAS-VNN1,0
RTEL1-KRAS,1
CASP8-CHEK2,0
CSK-LEPROT,0
ABL1-GGCX,0
BLM-PPP4C,0
FBXO28-ZNF574,0
NRAS-SRSF1,0
CACTIN-INTS5,0
RNPEP-UEVLD,0
LEO1-PRIM2,0
ATL2-KRAS,0
OSTM1-HEXB,0
FOXRED1-PTPN12,0
NAE1-TNFRSF21,0
CHI3L2-TRIB3,1
BUD13-DLAT,0
EIF5B-NACA,0
AGAP3-SOAT1,0
BAP1-POLR2A,0
CENPP-EXOSC9,0
ABL2-PTPRN2,0
PTEN-HIVEP3,0
MUS81-FOXRED2,1
CDKN2A-TYMS,1
PLEKHF2-BRCA1,0
PEF1-TNPO3,0
IPO8-TPM2,0
NRAS-PSMA7,0
FBXO28-TRNAU1AP,0
DDX42-NRAS,0
PPIL1-KRAS,0
NUP85-TTC4,0
CSK-ADK,0
INTS5-SNRPD3,0
DYRK1A-IGF2BP3,1
METAP2-NACA,0
ARSA-CAPNS1,0
CXCR4-NAE1,0
RPLP1-SNRPD3,0
SNIP1-VPS72,0
HIPK1-TYMS,0
FAM92A1-MED24,0
CEP152-RPL13,0
NRAS-PCID2,0
CMPK1-HCK,0
MSRB3-RBM39,1
NOL10-TTC4,0
ZNF212-ZNF786,1
PLK2-VAPB,0
FNTA-KDM6A,0
DDX18-MRPL36,0
ZNF248-TIA1,1
RNF11-P4HB,0
KRAS-ERCC6L2,0
BOD1L1-GOLT1B,0
KMT2D-TP53,0
CMPK1-CSE1L,0
LSM11-NAE1,1
JAK2-SS18L1,0
CEBPB-TP53,0
TAB2-CLINT1,0
ARHGAP29-CCNE2,1
BLM-GRIPAP1,0
PTTG1-HINT2,0
MFSD9-PDE6G,1
CLPP-POLR2E,0
HERC2-IGF2BP3,1
ABL1-RTP4,0
HFE-ZNF598,0
KCTD10-PTCD3,0
FANCD2-NRAS,1
CDK4-PRKDC,0
PIK3CA-ARPC5,0
MRPL37-MRPL38,0
ZNF700-ZNF107,0
KRAS-EED,0
MZT1-POLR2K,0
BLM-APOE,0
CCDC58-CRK,0
ERLIN1-NAE1,0
PGM1-RAE1,0
PPARD-RPP14,0
EXOSC9-MRPL46,0
CLK2-BRCA1,0
RCHY1-KRAS,0
PTEN-TNFRSF8,0
MRPL22-RPL30,0
COPS4-MED1,0
DUSP22-HIP1,0
PIK3CA-PIM1,0
PLSCR1-ABL1,0
CCDC69-FOXK1,0
MFAP3-SCAMP3,0
ZFC3H1-KRAS,0
NRAS-ZNF207,0
ABCC4-LMO2,0
FGD2-TMEM38B,0
MAP3K1-RGS19,0
COPS5-KRAS,0
LUC7L2-NAA38,0
IARS2-NRAS,0
NRAS-PNPLA4,0
JUN-PARP1,0
LRRK1-MRPS5,0
IL6ST-PLK2,0
FRAT2-RREB1,0
TM4SF19-BRCA1,1
NRAS-SMN1,1
METAP2-VPS29,0
NUP54-REXO2,0
PTEN-TAF10,0
PTTG1-CBX7,0
CD9-YBX1,0
FCGR1B-MBD6,0
GOSR1-KRAS,0
ATM-MTOR,0
CUL2-NAE1,0
NFE2L1-VPS72,0
PTTG1-TAF11,0
MAST2-PRKAG2,0
RPL13-XRN2,0
MEN1-MLLT4,0
PTTG1-ZBTB48,0
CMAS-PAFAH1B1,0
CHEK1-USP11,1
ATG9A-KIAA0196,0
CSK-SNX10,0
CBR3-PTPN1,0
GORASP1-PARP1,0
BLM-SORBS3,0
POLR2G-KRAS,0
CDC7-ING5,1
POLD1-POLR2A,0
MICA-SAMD4A,0
KRAS-RPL12,0
NUP155-SERPINF2,0
CFL1-TNIK,0
MAST4-RCE1,0
LYST-NRAS,0
NEDD8-KRAS,0
BCR-ZNF473,1
FKBP7-PSMD9,0
METAP2-PPWD1,0
PTTG1-WDR61,0
MRPL46-ZNF830,0
OLFML2B-SETD6,0
SH3TC1-TOPBP1,0
MYC-USP33,0
MRPS26-NXT1,0
CACTIN-PPP2R1A,0
FER-MYC,0
FNTA-ATAD5,0
CHMP1A-NAE1,0
RINT1-SEC22B,0
METTL17-PSMC1,0
MT1X-RBX1,0
PSMC3-CD46,0
POLD1-PRIM2,0
GTF2H4-PAXBP1,0
UTP4-KRAS,0
PTTG1-DBNL,0
CDC25B-NRAS,0
PTPN6-AP1G2,0
MEN1-MTRF1L,0
LTBP3-NAE1,0
CSE1L-KRAS,0
MAPKAP1-MRPL42,0
AURKA-RPLP2,0
EIF3M-VPS72,0
EIF2AK1-ITGB1,0
SPINT1-TSC22D2,0
HYPK-PTTG1,0
MOCS3-OSGEPL1,1
ABL1-MAML1,0
UPF1-ZNF317,0
CXCL16-NRAS,0
POLR2K-ZCCHC9,0
GGA1-MYC,0
CDC25B-HMBOX1,0
NEURL2-RLF,1
RBBP8-FANCD2,1
CYBRD1-MED19,0
CCNI-PLOD3,0
HRAS-ZCCHC24,1
ARSA-KRAS,0
PICALM-MAPRE1,0
CTNNBL1-NUDC,0
NACA-RPLP1,0
PTGS1-RPL21,0
MYC-NFKB1,0
FAM126A-SEPHS2,0
CLU-NRAS,0
NHP2-POLE,0
CDC26-PDCD7,0
GPN3-HRAS,0
MLH1-NAE1,0
CHEK2-ATR,0
MAPKAP1-RBBP8,0
ADAM15-RAF1,0
CRY2-POLH,0
CTNNBL1-SRSF7,0
EXOSC9-RFC5,0
CMPK1-RBM12,0
MAP2K7-SLC29A1,0
MESDC1-KRAS,0
TAF12-TBP,0
CEBPD-PTTG1,0
MRPS28-NFE2L1,0
ARID2-TSC1,0
POMGNT1-RNF11,0
APAF1-GSTM3,0
CAPZB-VPS72,0
PTPRN2-ULBP2,0
CA13-PIGS,0
RNGTT-TRMT5,0
CMPK1-FLT1,0
ATF7-CBX3,0
CDA-TK2,0
ETV5-SLC35A4,0
BCL2L1-PARP1,0
PTTG1-GTF3C4,0
RNGTT-TAF2,0
KRAS-NFYB,0
GNL3L-RPL30,0
HRAS-HSDL2,0
NAE1-NFYC,0
CWC15-RBMS2,0
KRAS-CALM2,0
BPTF-DDX42,0
BRF1-ENTPD5,0
MMP9-TP53,0
ALAD-GRB2,0
POLR2K-RPS18,0
NR1H2-NRAS,0
MAP3K8-PIP4K2C,0
DCK-MAPKAP1,0
KRAS-PAM,0
NRAS-TRIM21,0
ADPRM-NACA,0
FANCD2-MARCO,1
TRIM33-ZNF598,0
CYC1-AGO2,0
AKT1-MAP1LC3A,0
BATF-S100A11,0
IMMT-TRIP10,0
CDK4-POLD1,0
HRAS-KDM5B,0
PELO-PSMC1,0
ARGLU1-FUBP1,0
EIF3D-SF3B1,0
NRAS-RPL39,0
GPAT3-ASPH,0
TIMELESS-ZBTB39,1
CCNT1-ZDHHC8,0
CEACAM1-TP53,1
TMCO4-WNK1,0
CDK2-NAE1,0
STT3A-KRAS,0
DYNLL1-ABL1,0
GTF2H4-TUBGCP3,0
PARP2-UNG,1
BAX-BCL2L1,0
MRPS35-PNO1,0
NUP54-RNGTT,0
HRAS-PHF7,0
CHRNB1-TSC22D2,0
TUBA1A-YWHAZ,0
ENO1-PDHX,0
POLR3F-SEC23B,0
PARD6A-ABL2,0
MRPL46-NACA,0
CASP4-HDGF,0
CSK-TMX4,0
CETN2-SESN2,0
SF3B4-SGTB,0
ATP6AP1-WDR61,0
EIF3C-SSB,0
HRAS-TFB2M,0
DAG1-FYN,0
EZH2-CRK,0
BRCA2-GPI,0
CHI3L2-DYNLRB1,1
CORO7-MYC,0
GSN-LMNA,0
BDP1-SEC22B,0
AXL-BRD2,0
KRAS-RPL37A,0
MAP4K5-RRM1,0
DNAJB11-SLC27A1,0
MYC-UBA2,0
MLH1-TIPARP,0
PTTG1-FBXW2,0
ABCC10-RBM12,0
ANKRD17-SHC1,0
HPS1-MAP4,0
RALY-TXNDC5,1
CTTNBP2NL-NRAS,0
EIF3F-EXT1,0
KRAS-VPS26A,0
ARL2-WDR70,0
EIF4G2-MRPS23,0
HSF1-LATS2,0
ATP6AP2-LAMP2,0
ZNF623-TP53,0
CSK-HIVEP1,0
PSMD6-TPRKB,0
MRPS18A-TTI2,0
UPF3B-ZNF280C,1
LIG1-NAP1L4,0
SLC39A1-UBE4B,0
MED23-PLOD3,0
PPP3CC-TRIM35,0
QSER1-SLC39A1,0
NAE1-SLK,0
LXN-NANP,0
EHMT2-GPX1,0
ABCC10-PDPK1,0
AIFM1-PIM1,0
CDKL5-DCK,0
RFXAP-PRPF38A,1
VPS54-PTEN,0
MYOF-TRIP6,0
IPO9-NRAS,0
ARIH1-RNGTT,0
BCL2-BRCA1,0
HNRNPR-JAZF1,0
ADAR-SLC35D2,0
TP53-SRPK1,0
HRAS-ZNHIT3,0
ZBTB17-ZNF668,0
AFF1-NECAB3,0
FGR-GMPS,0
KCTD10-MRPS5,0
MBNL1-NAE1,0
ATM-USP1,0
CENPM-GNPAT,1
ERCC1-CDKN1A,0
MUS81-MED14,0
KRAS-SLC10A7,0
SLC26A6-TLR5,0
MTMR14-NOTCH2,0
ABCC10-CAMK1D,0
CENPP-TTC4,0
NAGK-TXN,0
PTEN-HIST1H4J,1
CHEK1-SMARCC1,1
VPS54-RAB1A,0
ELP4-FAM98B,0
NRAS-SNRPN,0
KRAS-ZNF2,1
ARGLU1-PDS5B,0
NPEPPS-STMN1,0
MYC-PCNT,0
PMF1-TAF2,0
NAE1-RAB2A,0
HNRNPAB-PAPOLG,0
KRAS-EIF3A,0
GLRX5-NAE1,0
NAE1-NOLC1,0
COPS4-INTS5,0
MUS81-CREBBP,0
KLHL24-BRCA1,0
SREBF2-ZBED4,0
HERC5-MAP4,0
ACAD9-NAE1,0
ERCC4-MTRF1L,0
BSCL2-PTPN12,0
RC3H2-SDC4,0
KRAS-RPS6,0
KRAS-RPIA,0
MRPS5-VPS29,0
PARP1-SMC1A,0
MRPL47-RFC4,0
HM13-KRAS,0
CALM1-CMPK1,0
DCAF7-POLG2,0
IGHMBP2-POLD4,0
PTTG1-ALMS1,0
ALAD-BSG,0
CD74-SSB,0
CLIC1-NRAS,0
CDC73-PPP2R1A,0
NAE1-UBE2L3,0
HRAS-LSS,0
ACIN1-CEP131,0
FLT1-SLC29A1,0
CYBRD1-MTX1,0
EIF3D-TUBGCP3,0
CAMK2G-MAP3K4,0
LARP1-LBH,0
SDCBP-TMED3,0
NAB2-NANP,0
BLM-SLC35C1,0
JAK2-PIK3R1,0
BRWD1-CDC25B,0
BLM-CDK2AP2,0
LUC7L2-NUP205,0
API5-ILF2,0
RAD23B-UNG,0
ROMO1-RTF1,0
HRAS-TMEM126A,0
DAG1-NAE1,0
LIAS-PRIM2,0
KRAS-SCAP,0
HRAS-ZFX,0
NRAS-SAE1,0
KCTD10-MRPL39,0
NRAS-PSMA5,0
AIMP1-RNF146,0
P2RY1-PTPN2,0
PTTG1-MAPKBP1,0
SDHC-WDR61,0
ARL2-CENPP,0
TOP3A-MSH2,0
POLD4-SESN2,0
POLE-TRMT5,0
MTPAP-NSUN6,0
TNFSF10-TP53,0
ABRACL-REPS1,0
RASSF3-SYMPK,0
RFC4-BRCA1,0
HBS1L-TUBGCP3,0
MUS81-TARBP2,0
NOC2L-TUBGCP5,0
TOP3A-WEE1,1
HIF1A-HLX,0
AUP1-S100B,0
GMPR-SRC,0
GPRC5C-KBTBD2,0
GNPAT-OGFOD1,0
KRAS-TCEA1,0
ALDOC-CSF1R,0
ALPK1-PILRA,0
EIF3D-PITRM1,0
LEO1-PPP2R1A,0
CDC25B-FAM126B,0
SAMD1-KHDRBS1,0
PTX3-SSBP1,0
RELT-BRCA1,0
NCDN-SMAGP,1
CANT1-MSI2,0
KRAS-TIMM13,0
NRAS-SPECC1,0
NAE1-SMC6,0
GNL3L-NUP85,0
RTF1-WDR61,0
NRAS-RAD54L2,0
CDC23-MED24,0
CPSF3-PPIH,0
DLGAP3-BRCA1,0
NRAS-SRP54,0
MAP3K4-MFSD3,0
ARHGAP19-SFPQ,0
NRAS-TOP2A,1
BIRC3-FH,0
INVS-SHISA4,0
HSPA4-MED7,0
CDC73-EBNA1BP2,0
CHMP2A-PDRG1,0
ENO1-HK1,0
RPP40-SLC16A7,1
POLR3F-ASAP1,0
ADAM8-NAE1,0
EIF2AK2-HMHA1,0
ABL1-ABL2,0
KRAS-XPO1,0
NOTCH2-SULT1A3,1
MPHOSPH10-SKI,0
PPIE-RBM25,0
CHEK1-IGF1R,1
DHX32-BCAR3,0
MUS81-TTBK2,0
PPP1R2-SENP2,0
ABL1-PGLS,0
PTGES3-SCYL2,0
BLM-HBP1,0
RPL36A-SLC39A9,0
MFI2-SSBP2,0
LPP-PTBP1,0
DNTTIP1-ZSWIM1,1
KRAS-MICALL2,0
BAK1-PARP1,0
ACTL6A-MRPL11,0
BCAR3-FYN,0
HRAS-MDH1,0
PTEN-NBEAL1,0
BUB3-HRAS,0
C1GALT1-TCEA3,1
CHMP2A-EXOSC9,0
RPL13A-SSBP1,0
NAE1-RFC3,1
ABCC10-ALPK1,0
MUS81-ARL17A,0
JAK2-FYN,0
MUS81-CRYZL1,0
PDCL-UPP1,0
CSK-FBXO3,0
ARGLU1-RTF1,0
DUSP2-KRAS,0
PTEN-PSMD12,0
KRAS-MMADHC,0
MUS81-SUB1,0
DLG4-EIF2AK1,0
EIF3C-NUP85,0
CELF1-NRF1,0
KRAS-BRF2,0
KRI1-RBM14,0
POLR2K-PPAT,0
FGD6-RAB20,0
BLM-CLPP,0
HRAS-KIAA0355,0
ZSWIM8-PHF1,0
NRAS-TMEM102,0
PTEN-PLEKHG3,1
PI4KB-SLC25A44,0
CNOT1-ZNF574,0
MDM2-PARP1,0
HSPA4-MYL9,0
CSTF3-TUBGCP3,0
FTSJ3-MRPL39,0
INTS3-PTTG1,0
LRCH4-NEDD4,0
KLF10-PSMD9,0
EIF3D-TFB1M,0
DYRK2-TP53,0
KMT2E-EXT1,0
EGR1-TP53,0
CYB5R3-PMM1,0
GTPBP4-SPAG7,0
LPGAT1-PCBP1,0
CDK1-MRPL19,0
COPS2-LEO1,0
NRAS-NUP160,0
L3MBTL2-MCM5,0
MANBA-PTCD1,1
OTULIN-MYC,0
P2RY12-PLXNA3,0
EZH2-MTOR,0
NUP62-PARP1,0
HRAS-ULBP2,0
IGF2BP3-ZNF41,1
MIER1-TMEM189,0
KRAS-KIN,0
WDR48-ZNF445,0
AGPAT2-FNTA,0
EXOSC9-SYVN1,0
MAD2L2-NAE1,0
ARL2-MASTL,0
BRAF-DMWD,1
BCL2-CDK6,0
ASB7-NRAS,0
MGME1-PTGDS,1
KRAS-ANGEL1,0
SNX2-COPS5,0
CSK-ABRACL,0
DDO-SLCO4A1,0
ACTR5-RASA3,0
ENGASE-KLF7,0
MED28-RTF1,0
ZC3H7B-RNF40,0
KIAA1715-RGS16,0
CDC5L-API5,0
BTBD2-NAE1,0
CDR2-NAE1,0
CENPW-TTC4,0
CDKN1A-MCM5,0
TREM1-WDR73,0
MYC-SAC3D1,0
ASCC3-AURKA,0
PPM1M-RPA3,0
FDPS-TTC4,0
DCAF15-ZNF787,0
LAMTOR4-NAE1,0
NDUFB3-UBTD2,0
NAE1-UBE2J1,0
CPM-SLC2A1,0
GDE1-PGGT1B,0
PTEN-OPRL1,1
ILF2-KRAS,0
IRF2BP1-SPHK2,0
RRM1-WRAP53,0
IGHMBP2-PPM1D,0
CAMLG-SRP19,0
GPRC5A-USP49,1
DNAJA2-HNRNPC,0
SHARPIN-UTRN,0
CMPK1-DVL2,0
BID-RAD23B,0
CREBBP-PER1,0
BAX-NFKB1,0
KDM4B-POGZ,0
MADD-FAM193B,0
CASP3-RB1,0
ATP1A1-NDUFB2,0
MAFK-PAK1IP1,0
EPS8-S100A11,0
TMEM248-KRAS,0
HRAS-PWP1,0
DDX11-RBL1,0
HRAS-ZNF2,1
EML4-ZBTB6,1
CSK-RRM1,0
PTGER2-TAF4,0
PKN1-MYC,0
AFG3L2-COX6C,0
DFNA5-LMNB1,0
PTGS1-RPN1,0
MRPL11-PSMD1,0
ADORA2B-EMP1,0
CSK-FAM20C,0
CIR1-KRAS,0
PTEN-SH3BP5L,0
NARS2-SS18L1,0
HAUS5-LIG1,0
FAM101B-TFG,0
KRAS-NAT1,0
PTTG1-ATL3,0
SNX13-RAB5A,0
NEXN-SLC4A2,0
BLM-CCDC171,1
CFL1-KRAS,0
MITF-VARS,0
NAE1-TRMT1L,0
KRAS-NOTCH2,0
CDC23-EIF4G2,0
BCL2-MCM5,0
MUS81-TMEM9,0
ATP6V1G1-MBTPS2,0
NNT-NRAS,0
ADA-UTRN,0
GIN1-YTHDC2,1
TTC4-WDR61,0
NRAS-RAD23B,0
NRAS-UBQLN2,0
ZBTB48-SF3A2,0
HK1-ZNF107,0
DNTTIP1-ETS2,0
HMGA1-SKP2,0
AKT1-CASP3,0
EIF3D-MAX,0
CD151-SOAT1,0
NCLN-DCTN1,0
NMD3-TOMM22,0
CAPN1-EHBP1L1,0
CALML4-KRAS,0
NARS2-SUFU,0
GTF2H4-RPL13,0
NARS2-KMT2E,0
ATR-ERCC1,0
BRCA2-PIM1,0
CDC73-PELO,0
GTPBP3-PPAN,1
NUP54-TIMELESS,0
GTF2I-PXN,0
AKAP2-MRPS22,0
FGR-TTPAL,0
FH-VPS72,0
CASP8-HCCS,0
ATP5S-NCAPH,1
BRCA2-MAP2K1,0
AURKA-RAE1,0
HUS1-NUP54,0
GRB2-HMGA1,0
LMNB1-LXN,0
MRPL54-RNF126,0
NRAS-STARD10,0
HRAS-NMI,0
INTS5-TUBB,0
LRRC40-MTF2,0
FBL-TCF3,0
HRAS-TRIM3,0
BCL2L1-TP53,0
POLE3-PPP6C,0
GON4L-KRAS,0
C1S-RPP40,1
NRAS-PGPEP1,0
FANCD2-VNN1,1
MUS81-ZNF592,0
ANKRD9-FGD4,0
CBLL1-NFIL3,0
KRAS-AAMP,0
EPT1-GMPR,0
FBXW7-SLC35A1,0
EIF4G1-PCYOX1L,0
QRSL1-CITED2,0
CSK-ACER3,0
BLM-ADAT3,0
ACTR10-ZNF574,0
MAP2K4-RB1,0
RPS5-TUBGCP3,0
BAZ2A-EIF2AK1,0
DCK-TK2,0
DEF8-NCOA2,0
CDK6-RDH13,0
MED14-PMF1,0
FEZ2-KRAS,0
HMGCR-NPEPPS,0
EIF4G1-TUBGCP3,0
PPARA-CCND2,0
TAP2-ZNF605,0
AXL-CSF3R,0
GAPDH-PDHX,0
FANCA-NAE1,0
MRPS22-TLN1,0
ELP4-NACA,0
ABL1-IL7,1
CDC40-MED23,0
VPS35-TSSC1,0
CTNNA1-NRAS,0
CREBBP-ELK4,0
NLE1-WDR77,0
PINX1-PRR11,0
HRAS-SNAP23,0
LENG8-MZF1,0
CACTIN-GNL3L,0
IGF1R-MAP3K4,0
NDUFA8-RPLP1,0
GRB2-P2RY6,0
INTS3-WDR61,0
TSC22D2-ZNF672,0
CST3-ULBP2,0
ABL1-CRCP,0
AP3M2-POLB,0
CD63-PHLDA2,0
TOP1-RPS11,0
LRCH4-NFE2L1,0
TRMU-CCNF,1
KRAS-BCORL1,0
PUM1-INPP5B,0
FNTA-TMED2,0
MZF1-ZNF324,1
FBXO46-TCF20,0
COPS5-RPL28,0
NUP205-PCYOX1L,0
NARS2-MAP2K4,0
ATP5J-MFI2,0
PI4K2A-SLC29A1,0
AHCTF1-HRAS,0
CSK-CD300LF,0
ACOT8-ERI1,0
CTNNAL1-NRAS,0
RPF1-HRAS,0
IGFBP4-SRPRB,0
ABL1-UBA6,0
AKT2-MCL1,0
DAB2-HEXB,0
PTPN6-TP53,0
CARS2-TFDP1,0
KIF20B-MKI67,1
NAE1-UBE2W,0
MTOR-POLD4,0
ATXN10-TUBGCP3,0
LRRFIP2-UBAP2L,0
EXOSC9-GTF2H4,0
VAV1-ABL1,0
CSK-RALGPS2,0
BRAF-PIK3CA,0
AHCYL1-AP2M1,0
PXDC1-NRAS,0
CSF1R-TNFRSF9,0
MMP19-MRPS18A,0
CDK8-RNF6,0
EFR3A-VPS72,0
CWC27-PPWD1,0
SART3-SENP1,0
DYNLT3-KRAS,0
CKAP5-METAP2,0
CD63-LPP,0
HSP90AB1-HACD3,0
DDHD2-S100A10,0
CMPK1-DGKA,0
FEN1-NAE1,0
BCL2L11-NRAS,0
EIF3B-TMEM87A,0
BTBD6-FGD4,0
NRAS-PRKCSH,0
MUS81-EPC1,0
MAD2L1-KRAS,1
CALM1-DCK,0
MASTL-ZNF830,0
CHEK2-TTN,1
GCNT2-PXN,0
NANP-ZBTB16,0
ATP13A1-TYK2,0
KBTBD3-NRAS,0
PPAT-ROMO1,0
CPSF2-GMPR,0
CDC73-MAPKAP1,0
MAPKAPK2-XPA,0
DCAF15-FARSA,0
ATG3-PSMD6,0
GOLT1B-PPP2R1A,0
CAPN1-OTUB1,0
CSK-CLPX,0
ATR-WEE1,1
EIF3H-POLR3A,0
B4GALT5-DIABLO,0
ANAPC13-BOD1L1,0
CPSF7-NAA40,0
TSEN2-TUBGCP3,1
MUS81-PPIL4,0
KRAS-TNFRSF12A,0
UBE2H-ATP6V1C1,0
MTRR-NSUN2,0
CD68-KRAS,0
PPARG-FTH1,0
KRAS-EXOC1,0
JAK2-SUFU,0
CNOT3-FIZ1,0
TRIM28-NLRP3,0
CCNB2-FANCI,1
SF3B1-TTC4,0
ADRBK1-BCL2L1,0
TTLL3-KRAS,0
SYNCRIP-HES4,0
CENPP-SPDL1,1
KRAS-UBA1,0
HSP90AA1-VHL,0
INTS5-POLD1,0
MRPL22-RPL11,0
MUS81-CALM2,0
KRAS-MRPL46,0
STMN1-TOP1,0
ADRM1-FKBP5,0
NHP2-POLD4,0
BIRC6-FADS3,0
AKR1B1-SRSF8,0
CSK-FUZ,0
ANAPC13-CEP152,0
PKD1-USP7,0
POLR2K-YTHDC1,0
PTEN-CCS,0
FARSA-ANAPC5,0
PARP12-SRF,0
ATG2A-TBL3,0
DKC1-HRAS,0
PPWD1-SNRNP70,0
NUP54-RFC1,0
RINT1-YTHDC1,0
PTEN-UBE2H,0
BLM-TXN2,0
ACP2-TOR1AIP2,0
FUBP1-RBM15,0
PTTG1-TBC1D16,0
NUP210-PTPN12,0
EIF3E-NRAS,0
FLI1-SUMO1,0
DCAF7-TRRAP,0
PELO-SNRPB,0
FOSL2-PCYOX1L,0
KCNN4-PHACTR1,0
ZNF614-BRCA2,0
CSK-WLS,0
NAE1-RAB12,1
CDK2-ERCC1,0
BRCA2-NAE1,0
GTF2H4-TCOF1,0
EXOSC4-RINT1,0
PTTG1-AXL,0
FANCF-MAP4,1
