,All_Type
ATP5J2-LTBP4,0
SLCO4A1-TCTN1,0
MTRF1L-TRIP11,0
ALKBH4-NAE1,0
TRIM28-TMEM173,0
BPTF-NOL11,0
CAMK1D-RRM1,0
HK3-NCOA6,0
TUBGCP3-UBA2,0
ARID2-HDAC6,0
BRCA2-FLT3,0
BRCA2-HMGA1,0
TOMM40L-WDR44,0
MTOR-NHP2,0
EEF1G-TRMT5,0
ABCC1-HACE1,0
KDM4A-SLCO4A1,0
MGLL-RNPS1,0
NMI-NRAS,0
KRAS-SNX10,0
CSF1R-RPL35,0
NRAS-SRSF8,0
ABL1-CLPX,0
HRAS-MLF2,0
HNRNPR-PPP1R8,0
HRAS-SLC25A1,0
CDK2-SSBP1,0
KRAS-CPSF1,0
CAST-MDC1,0
KLF10-UHRF1,1
HRAS-RBM8A,0
FCHO1-KRAS,0
DDX6-PTEN,0
CAPN2-DNAJC11,0
HRAS-NOP16,0
FBXO44-NRAS,0
MFN1-TFG,0
FGD4-TRIP10,0
CREBBP-JAK2,0
NDUFA9-RASA3,0
ISG20L2-KRAS,0
CHERP-CNOT3,0
NHP2-SESN2,0
MFAP1-NSMCE4A,0
NOL6-SIGMAR1,0
GSTP1-TSC22D2,0
IGF2BP3-VPS11,1
CSK-ERLEC1,0
RRAGC-P4HB,0
PPCS-TRNAU1AP,0
POLR2A-RAD9A,0
B3GNT5-BRCA1,0
GART-BRIX1,0
HMGB1-MAP3K12,1
RCSD1-TNNT1,0
INTS6-PDIA5,0
MYO1C-RFC4,0
GDE1-RAD17,0
DNAJC25-LRCH4,0
LEPROT-RGS19,0
MRPS27-TTC4,0
MASTL-RBBP8,0
ATP6V1G1-VPS72,0
PITRM1-TIMM22,0
CPSF1-MAF1,0
CEP63-MED28,0
CSK-CYLD,0
NAE1-PSMA5,0
NAE1-TRIB3,0
VHL-EZH1,0
HRH2-RPP40,1
MRPL35-NUP54,0
BCL2-GORASP1,0
FAM114A1-KRAS,0
TSC1-VHL,0
CD151-PRLR,0
CSK-PRDX6,0
KRAS-SKP2,0
BIRC3-TRIP11,0
FGD4-PWWP2B,0
DAP3-PMF1,0
MCTP1-MYC,0
MRPL39-REXO2,0
CASP2-MFSD1,0
KRAS-RPS13,0
ATR-RELA,0
NUP98-WDR54,0
CSF1R-UBE3A,0
PTCD1-SH3KBP1,1
EXOSC9-RNGTT,0
SNRPC-ZWINT,0
COQ2-TTC4,0
PTEN-GTF2F1,0
DTX2-TERF2IP,0
ACTL6A-DMAP1,0
BLM-MAFF,0
BUB3-POLR2K,0
EMC6-NACA,0
SENP6-ZNF292,0
MAP2K3-MYC,0
MFNG-STAU1,0
SLCO4A1-STX12,0
INTS5-RBBP8,0
DCXR-HMGA1,0
SLC39A9-TRRAP,0
EPB41-SAFB,0
RAB34-RBM15,0
DDX46-WDR61,0
IKZF2-KRAS,1
MAF-ZBTB2,0
DAGLB-ZBTB16,0
RAN-SCD,0
RPP38-SSB,0
BCL3-FYN,0
YWHAE-KLHL12,0
BLM-TTLL1,0
CAMK2G-CSK,0
PFDN4-SLC25A20,0
F13A1-SLC4A2,0
KRAS-EIF2B5,0
MAPKAPK2-PTP4A3,1
CTSZ-TMEM87B,0
FARSA-RAD23A,0
HRAS-TAP2,0
ERCC1-POLM,0
GFRA2-HGS,0
GLOD4-MAP2K4,0
CMPK1-SMAD4,0
CSNK1G3-SNX2,0
NAE1-PA2G4,0
CBFA2T2-IL1RAP,0
NSMCE4A-SNRPC,0
GTF2H1-MTOR,0
CSF1R-MAML1,0
HECTD3-MYC,0
RAD9A-SESN2,0
MUS81-LYRM4,0
MUS81-MTMR11,0
CD82-HRAS,0
CNBP-SMC6,0
MRPL37-REXO2,0
ATG16L2-HRAS,0
MASTL-NACA,0
BIRC5-HGF,1
CPSF1-SEC63,0
PSMC1-VPS72,0
HRAS-SNX2,0
BLM-DLGAP4,0
PTTG1-TMEM33,0
BAG4-SLC39A1,0
NCOA6-PDCD1,0
CSF1R-NKRF,0
ARHGAP19-SNRPD1,0
ATP6AP1-EFR3A,0
KRAS-NUDT9,0
CSK-SCLT1,0
BRCA1-CDK2,0
DCTPP1-ZFP36L1,0
MED23-ZNHIT6,0
RSRP1-HRAS,0
BRCA2-SDHB,0
DAB2-TOMM40,0
DDX46-EXOSC9,0
ACTL6A-MRPL35,0
PTTG1-AKR7A2,0
MED28-RBM25,0
IL2RG-KRAS,0
MCM5-TRMT2A,0
GID8-NRAS,0
CNPY2-KLF10,0
PTP4A1-PSEN1,0
FKBP7-SIRT7,0
ULBP2-ZBTB10,0
EXOSC6-PELO,0
TSC22D2-VRK3,0
PTEN-TRIM8,0
SMC1A-LMNB1,0
INTS3-XRN2,0
CENPM-DHX37,1
KRAS-SQSTM1,0
BLM-PPP1CB,0
MUS81-PRDX3,0
ALAD-TOP1,0
HSD11B1-SART1,1
MRPL9-PDCD1LG2,0
PSMC3-YWHAZ,0
MUS81-NMT2,1
ZNF320-ZNF701,1
KRAS-ATP6V0C,0
ABI2-S100A10,0
SLC5A3-TPD52L2,0
SPAG7-WDR61,0
PTEN-MARCKS,0
PELO-TBCB,0
MMP19-ZMYND8,0
PAF1-SYMPK,0
BRAF-CASP3,0
CSK-SPATA6,0
GOLT1B-TUBB,0
MYC-SLC25A37,0
IL18-PHF20,0
SDCBP-TMEM87B,0
XPO7-UBXN4,0
FAM72A-PLB1,0
RAD23B-RELA,0
ANKRD16-RPP38,1
PTGS1-RYK,0
ABL1-CPSF1,0
METTL17-VPS72,0
MAP2K4-PIK3R1,0
KDM5C-MTOR,0
DDX46-RNGTT,0
PGM1-RFC2,0
MRPS17-POP7,0
CENPJ-GPRC5A,1
APOC1-HRAS,0
SFI1-TMEM19,0
ATXN1-MBOAT7,0
FLAD1-ZFP36L1,0
PLSCR1-ABL2,0
ETAA1-FZD2,1
DBNL-DCUN1D3,0
GDPD1-BRCA2,1
NAE1-UBE2N,0
ABL1-MORC3,0
BCL2L1-TMEM39B,0
GMPS-PDK2,0
CSK-GBE1,0
VAV1-ABL2,0
KRAS-RPL17,0
MAFF-USP42,0
NUP85-PPP2R1A,0
PKD2L1-SEMA3C,1
CSK-CUL5,0
CSK-XPNPEP3,0
ABL1-CALM1,0
HRAS-MYLPF,1
ARID1B-FBXO5,0
NFAT5-SCRIB,0
MAP4-RFC5,0
TUBGCP3-WDR70,0
FBXO9-MYC,0
SPTLC2-UBE2C,1
HMGA1-IGF1R,0
LARS2-PPWD1,0
KRAS-ANKRD11,0
MAFF-TGIF2,0
ARIH1-NOP58,0
ADAM9-SPATA2,0
MRPL38-ZDHHC2,0
CCDC112-CD36,0
GIMAP4-HNRNPC,0
ZC3HC1-ZKSCAN5,0
CMAS-MED21,0
P2RY11-TSC22D2,0
DNTTIP1-STX11,0
HMGN1-LARP7,0
NAE1-SETX,0
MED28-MPHOSPH6,0
EIF3D-RBBP8,0
MUS81-PRKAR1A,0
BLM-NDUFB2,0
CFH-NDUFA10,1
PTTG1-NAPG,0
NAE1-VPS4A,0
CTNS-HRAS,0
AARSD1-ENPP2,0
GTF2H4-MED28,0
MUS81-ZNF496,0
CDC42EP3-OXA1L,0
CDC25B-OTUD4,0
ERCC1-USP1,0
CAPNS1-SLC37A3,0
CRYZ-SRC,0
ASPH-SEMA3C,0
PRKD3-TYMS,0
MRPS5-TNFSF14,0
BRCA2-NDUFB1,0
KRAS-PDIK1L,1
MBTD1-POU2F1,0
CETN2-WRAP53,0
MUS81-FBXO31,0
TFPI-WDR55,0
ADPRH-PYGO2,0
HNRNPA0-LMNB1,0
BUD13-KMT2A,0
TBL1XR1-UBA5,0
KRAS-STK17A,0
CHCHD10-E2F3,0
BRCA2-CDK9,0
MRPS12-PRPF31,0
CYP1B1-XRCC6,0
ACTN1-PROCR,0
EIF2B1-GPN3,0
KRAS-STAT2,0
EEF1D-NAE1,0
PABPC1-VAMP3,0
MTOR-PARP1,0
AKT2-LIG1,0
NFYB-RAPH1,0
CSK-CRYZ,0
EIF3C-GTF2H4,0
KRAS-CDK12,0
EDN1-RTEL1,1
CUX1-PTGS1,0
PPWD1-WDR70,0
PSMD1-TRMT5,0
ATE1-NSMCE4A,0
PLEKHO2-POM121,0
LIAS-PELO,0
ELL-KRAS,0
BLM-SLC39A3,0
DIS3L-PARP16,0
GMPS-PRKCA,0
DOT1L-TOP1,0
CAPRIN1-ADNP,0
NR2C2-SLCO4A1,0
CSF1R-SEL1L,0
MYC-ST18,0
GINS4-MRPL36,0
BACH1-PTCD1,1
KIAA0355-BRCA1,1
ERH-NRAS,0
MARCO-TRA2B,0
BLM-DDX54,0
ITPRIP-PTCD1,1
ATG9A-RGS18,0
LIN7A-NRAS,0
KRAS-TP53,0
NEU3-BRCA1,1
CDC23-TUBGCP3,0
BCL2L13-HRAS,0
AIG1-NAE1,0
PSMD1-ZNHIT6,0
XRCC5-STAT5B,0
MUS81-ST7,0
HMGCR-TSPO,0
MAP3K5-TAF6,0
GTF2H4-PPP2R1A,0
CSK-TMEM64,0
ASB7-HRAS,0
JUP-ABL1,0
ST6GAL1-BRCA1,0
DONSON-FKBP7,0
ZNF512-KRAS,0
GALNT3-LPCAT1,0
EMC8-CTU2,0
HSPA1A-TP53,0
CSE1L-SLC25A20,0
KRAS-PPP1CC,0
TCF4-TFG,0
CHEK1-BRD4,1
SET-TLK2,0
POLD1-PARP1,0
DEGS1-DLST,0
PTTG1-CCNI,0
ASAP1-PRKAR1A,0
FARSA-RANBP3,0
TM9SF2-LMBRD1,0
CORO1C-PRKCZ,0
IRF9-MYC,0
CSK-NUDT12,1
ARIH1-EXOSC4,0
CRY2-MCM5,0
BAK1-RC3H2,0
GPX1-TSPO,0
DOCK5-KRAS,0
FDPS-PNN,0
UBA7-RTP4,0
BLM-NRDE2,0
CDK1-GNL3L,0
FSTL3-PTCD1,1
TOP2A-BRCA2,1
COX5A-TUBGCP3,0
ABCC4-IL6ST,0
CDC26-GNPAT,0
PTCD1-TGFBR2,1
CSK-SUGP2,0
SHPRH-TPD52L2,0
ARF4-NRAS,0
MRPL37-POLR2K,0
PSMC1-TTC4,0
NDN-KRAS,1
MFSD9-RGS16,1
GLIPR1-PTGS1,0
DRG2-EIF5A2,0
KRAS-WRN,0
KRAS-ULBP2,0
MAPK8-TP53,0
MRPL46-PSMD1,0
KRAS-RNF111,0
ELF1-S100A11,0
PTEN-MARCKSL1,0
CDK9-SMARCB1,0
EIF5A2-KRAS,0
MMADHC-RALB,0
LRRFIP1-MAD1L1,0
ARIH1-GTF3C3,0
CCDC171-HRAS,1
PTTG1-VMA21,0
CAMKK2-EIF5B,0
PIGV-PREB,0
NAE1-UBE2F,0
ALDOA-MYC,0
PAXIP1-RSBN1L,1
ITGB7-MAP2K7,0
ITPRIP-ZNF341,1
FAM72B-HRAS,0
BRD4-PTAR1,0
TCFL5-VNN1,1
BCAT2-PARP1,0
MCFD2-TESC,0
RAE1-TAF2,0
COX5A-NFE2L1,0
POGZ-PYGO2,0
CHEK1-TCEA1,1
KIAA1841-SETBP1,1
AHSA1-NAE1,0
ACAD8-NCAPD3,0
CNBP-POGK,0
MCL1-NAE1,0
SUZ12-ZNF107,0
ERCC1-POLD1,0
CDKN1A-TIMM8A,0
DDX24-GLRX5,0
LAPTM4B-PTGS1,0
PGAP3-WIPF2,0
MT1F-PRLR,0
BAX-RB1,0
UNKL-KRAS,0
MYC-BRCA1,0
TACC3-RAD51AP1,0
GSTM3-PLXNA1,0
FLYWCH1-HRAS,0
LZTS2-PTPN12,0
FABP3-PTEN,0
MED28-NUP85,0
CDK6-CETN2,0
KCTD12-KRAS,0
HNRNPU-NSL1,0
OGFOD1-PPP2R1A,0
CDK12-MCAT,0
CNOT3-PTPRC,0
MT1X-USP1,0
NHP2-PMS2,0
EXOSC4-EXOSC9,0
ITGA6-PTPRE,0
SAFB2-CNNM3,1
DCXR-SPHK2,0
DUS3L-HNRNPM,0
EIF4G2-TTC4,0
KRAS-CMTM3,0
DNAJC30-FASTK,0
FBXW7-NDUFB9,0
CCDC12-FGD4,0
NAE1-TOMM34,0
TMEM51-TNFRSF21,0
DDX10-MAP2K4,0
METTL14-KRAS,0
CDK1-HNRNPF,0
IL7-RPP21,1
ACP1-PIGF,0
KCTD10-PSMC1,0
RGS16-ZFPL1,0
CSK-SUMO3,0
AEBP2-NRAS,0
BCCIP-GADD45A,0
SRGAP2-TTC12,1
GTF2I-VNN1,0
RAD9A-RRM1,0
AVPI1-CTSB,0
EIF5B-MED1,0
CANT1-KMT2C,0
VPS52-RAB1B,0
MUS81-SLC4A2,0
KLF5-FOS,0
MUS81-WRN,0
SNX2-DNM1L,0
CSK-HGF,0
KLF10-LRPAP1,0
ASF1A-FOXO3,0
PTTG1-PIGT,0
FLAD1-TNFSF13B,0
BLM-PSMD11,0
MASTL-MRPS18A,0
ARID2-ZBTB39,1
MRPS30-TTC4,0
LBR-SIPA1,0
RCN2-S100A10,0
EIF2B3-FGD4,0
BLCAP-CHRFAM7A,0
HDHD2-MBD1,0
CREBBP-DHRS13,0
CHEK2-DAAM1,0
ARIH1-LEO1,0
HDAC7-SEC63,0
KCTD17-ZKSCAN1,0
DCLRE1C-NAE1,0
CENPM-TRMT5,1
C5AR1-ZBTB39,1
GTF2H1-RRM1,0
KRAS-MASTL,0
CASP3-PARP1,0
CAPN1-NADSYN1,0
PPWD1-TUBGCP3,0
RYK-TRNAU1AP,0
ADRM1-PIGV,0
CABP4-FOXK1,1
CSK-ERMAP,0
WASL-ZNF598,0
IGF2BP3-SLC12A2,1
PTTG1-HOXA5,0
BID-NAE1,0
KAT8-NAE1,0
ASF1B-RAVER1,0
HK3-SLC30A6,0
HRAS-TXNL4A,0
PLOD1-RRAS,0
PARP12-SNCA,0
MCPH1-DDB2,0
AGPAT1-ILK,0
INTS12-USO1,0
GRWD1-RBM14,0
KRAS-UBE2J1,0
LDLRAP1-NAE1,0
TMEM19-TOMM40,0
ABCC4-SS18L1,0
AUP1-RTN1,0
S100B-TOMM34,0
SRC-TNFRSF10A,0
ALKBH3-NAE1,0
CHMP4B-TXNDC5,1
PTTG1-SNX8,0
ATP1A1-TRPM7,0
NCDN-ZNF680,0
CWC22-GTF3C3,0
MUS81-ABI1,0
ATL2-NRAS,0
KRAS-MPC2,0
RB1-TWSG1,0
CSK-SLC9A8,0
RNF139-TRMT12,0
FBXO3-OCRL,0
CAMK2G-PIK3CG,0
LARS2-NACA,0
CENPM-COPS5,1
NARS2-MSI2,0
CDK6-SSBP1,0
NRDE2-RCOR1,0
BBS9-PAM16,0
SMNDC1-TTC4,0
UMPS-WDR61,0
NACA-REXO2,0
NQO1-RAF1,1
AQR-GABPB1,0
ABCC4-JAK2,0
FBXW7-RFWD3,0
FNDC3B-TP53,0
KMT2E-ELK4,0
SLC29A1-STK17A,0
LYPLA1-ZDHHC7,0
FDPS-UBA2,0
BSG-IGF1R,0
RAB1A-PTK2,0
LRRFIP2-RALGAPB,0
PDLIM5-ATM,0
ELOVL5-PLXNA3,0
NRAS-UBE2O,0
NAE1-RFC5,0
MUS81-PFDN6,0
RAN-KRAS,0
ZMAT3-ZNF598,0
HOXA5-NAA25,0
SLC39A1-TCF20,0
TP53-KIF2A,0
NUP205-BRCA1,0
CENPM-PPAT,1
JUP-STAT5B,0
TMEM189-TMEM87A,0
RPL4-NRAS,0
COPS4-PELO,0
GNG11-TLE3,1
COPE-MZT1,0
KRAS-DDX1,0
FOXK1-SPI1,0
BLM-CAPN15,0
FURIN-RRM1,0
ETS2-LMNB1,0
HRAS-PEAK1,0
MED28-PSMB7,0
NAE1-SLC35C2,0
CLIP1-S100A11,0
MED4-MRPS31,0
KRAS-TPT1,0
LIMK1-MPPE1,0
TMEM30A-CD46,0
EIF3C-EXOSC9,0
BBX-TRPC4AP,0
ILF3-ARHGAP19,0
COX7B-HRAS,0
ABL1-FLT3LG,0
CMPK1-CSNK1E,0
ABL1-BAD,0
KRAS-SMC3,0
BOD1L1-SCYL1,0
CCDC58-LPAR1,0
KRAS-MRPL39,0
KRAS-CDK11B,0
BLM-GTF2F1,0
HAL-NRAS,1
BCAP29-LMNB2,0
BLM-PCBP1,0
CSNK1G2-POLRMT,0
LRCH4-TSPAN2,1
ABCC10-RRM1,0
HRAS-EIF3F,0
CENPE-RAD51AP1,1
CDC25B-FAM135A,0
NAE1-TDRKH,0
CDKL1-KRAS,1
RPN2-SGPP1,0
ARGLU1-OGFOD1,0
PPIE-ZNF830,0
ATG4C-SLC39A4,0
CCDC12-RPRD1B,0
NRAS-PTPN1,0
KRAS-WAC,0
EMC2-MED23,0
AKT1-CDK6,0
KDM5C-TSC1,0
GNS-STRN4,0
DNM1L-SENP2,0
ATM-RAD9A,0
APC-TP53,0
XPO7-RBM12,0
INTS5-PMF1,0
MT1X-UNG,0
RBM26-USPL1,0
DHX9-OSBPL5,0
ELMO3-NAE1,1
CPOX-PPP2R4,0
CDC25B-DDX21,0
BCAP29-TNNT1,0
POLR2E-SLC39A3,0
EGR3-PTGS1,0
SLC2A1-VHL,0
RAPGEF1-ABL1,0
CAMK1G-MYC,1
DUT-EXOSC9,0
PIK3CB-VIM,0
AGFG1-NECAB3,0
COPE-TRMT5,0
PNN-VPS72,0
EBAG9-NAE1,0
GNA15-STK3,0
PRKCD-TP53,0
FER-TYMS,0
NAE1-WDR13,0
SLCO4A1-TNKS,0
EZH2-RPS6KB1,0
CYP1B1-SENP1,0
SRC-TYK2,0
UBA7-XRN2,0
GTF2I-TGFBI,0
NMD3-UGP2,0
PTGS1-SEL1L,0
BARD1-NCAPH,1
CLINT1-NUDT21,0
HNRNPD-HNRNPDL,0
TAF1-TUBGCP3,0
KRAS-POLR1C,0
DDX1-NCBP1,0
CWF19L2-NFRKB,0
GNS-HIC2,0
NAE1-SPIN1,0
PTTG1-ARNTL2,0
CSK-APOBEC3A,0
CENPM-EXOSC9,1
ARHGAP24-GGH,0
AUP1-SPATA6,0
PARP12-SACS,0
RPL13-RTF1,0
MUS81-NDUFAB1,0
BAK1-EPS8,0
CASP5-LRRC61,1
FH-ZNF830,0
ATR-XRCC1,0
EGFL7-TFG,0
PTEN-PYCARD,0
NACA-NUP85,0
PELO-RPF2,0
HCCS-NME1,0
MAST4-RPN2,0
ARHGEF1-HIVEP1,0
AURKA-MAP4,0
GTPBP4-NACA,0
KRAS-CSNK1E,0
PPRC1-PIAS4,0
BLM-RHOG,0
TOX-VARS,1
SLC39A9-VPS72,0
CAPN1-EHD1,0
FTSJ2-GPX3,0
CSK-ST6GALNAC2,0
RIT1-UBE2F,0
GALM-NAE1,0
PSMC1-TAF2,0
EXOSC4-GTF3C3,0
CASP8-VEGFA,0
EIF3C-GTPBP4,0
PABPC1-BRCA1,0
PTTG1-DDB1,0
AP4E1-HSF1,0
CSK-CTSO,0
ZC3H15-KRAS,0
NAE1-POLH,0
HRAS-TRIM21,0
CSF1R-SKP1,0
FAM63A-RELA,0
ATP1A1-SNRPC,0
MCM3AP-SKIV2L,0
NASP-TIMELESS,0
EZH2-LUC7L2,0
NRAS-PDSS2,0
CENPM-EIF3M,1
KRAS-TNRC6C,0
LGALS3BP-TMEM87B,0
RASA3-ZNF341,1
EXOSC9-PTCD1,1
NAE1-PDCD4,0
ABHD17B-ARPC5,0
NACA-TRA2B,0
MAPK1-MTOR,0
COPS4-NFE2L1,0
AKAP9-PEX1,0
CAPZB-MED28,0
TP53-MTOR,0
DTX2-PDS5B,0
MMP14-PNPLA8,0
COA3-DCAF7,0
HMHA1-RNF168,0
NONO-PTEN,0
ZNF331-ZNF569,0
AURKA-BRCA1,0
MED14-MRPS11,0
COPE-ZNF830,0
PTEN-ATP6V1B2,0
FH-NACA,0
ATM-BRCA2,0
FCGR2B-ZMYM2,0
PTGS1-UCP2,0
EXOSC9-PAXBP1,0
FBXW7-DLC1,0
HIF1A-RHBDD2,0
SNRPN-KRAS,0
NSMCE1-TBCB,0
HMGA1-PARP1,0
EIF4G1-KLF9,0
CREBBP-PIK3C3,0
THOC6-ZNF263,0
BCL2L11-STARD13,0
PTEN-KLHL21,0
TP53-CSNK2B,0
DLGAP4-HIPK3,0
CBR3-NRAS,0
INTS5-OGFOD1,0
ZNF528-ZSCAN18,1
POLD4-RPL13A,0
CASP9-CDC25B,0
SLCO4A1-WDFY3,0
GINS4-ZNF574,0
ZGRF1-LARP7,1
PRPF19-TP53,0
AIFM1-NAE1,0
MPHOSPH6-PSMD1,0
KRAS-TAF12,0
EDN1-MBOAT7,1
LRRC42-SIRPB1,0
MTOR-POLD1,0
CSF1R-SRSF1,0
DDX18-XRN2,0
MED28-TIMM9,0
KCNQ1-PTDSS1,0
EIF3D-ZWINT,0
ABL1-RPS6KB1,0
PAFAH1B1-ZNF574,0
ATM-BID,0
RGS19-ZNF143,0
BAIAP2-PTPN12,0
NAE1-RAD17,0
IGF2BP3-ZSWIM7,1
BLM-MED22,0
NELFE-THBD,0
EEF1A1-HRAS,0
ATF7-HIST1H1D,0
HRAS-TAF12,0
POLR2A-SESN2,0
MUS81-WDR36,0
DAP3-MTBP,1
EPB41L2-FYN,0
PTPN12-TSG101,0
MUS81-GEMIN5,0
MRPS18B-NSMCE4A,0
MYC-ZBTB26,1
NRAS-NUMB,0
CCT4-PARP1,0
DCK-TOP1,0
CYFIP1-HRAS,0
OSGIN1-PARP8,0
ZC3H12A-PTEN,0
GPR171-BRCA1,1
NOP56-NRAS,0
CDK4-POLE,0
CDA-PLK3,0
BOD1L1-EXOSC9,0
OGFOD1-SRP19,0
FARSA-LEO1,0
CACTIN-TUBGCP3,0
EIF3D-PTTG1,0
ERCC1-PMS2,0
PTEN-HIC1,0
KMT2E-KMT2C,0
CAPNS1-PARP8,0
ARFGEF1-ILF2,0
AKT1-PIK3R1,0
HRAS-MRPL23,0
MAPKAP1-SEC22B,0
ATP11B-TP53,0
ABCC10-RIPK2,0
CDC25B-SEC23IP,0
IK-MFI2,0
NFE2L2-TP53,0
HRAS-THOC1,0
EXOSC10-HRAS,0
TMEM230-PRKRA,0
FLII-HCLS1,0
RAF1-S100A11,0
POP5-PTPN1,0
CISH-IGF2BP3,1
PTEN-ZNF746,0
RHOA-RPAP3,0
CPSF6-FUS,0
ARIH1-MED23,0
PIK3CG-SPHK2,0
DCK-VRK3,0
RNF146-YIPF4,0
BCR-CALM1,0
FARSB-INTS5,0
ATP5S-MFI2,0
IMPDH1-CHEK1,1
COPS4-RPL36A,0
MTRF1L-SS18L1,0
KAT5-NAE1,0
KRAS-SAP130,0
LPP-SPINT1,0
ZNF335-ZNF611,0
DNAJB11-MAPRE2,0
AGPAT5-CCAR2,0
GDE1-DDX3X,0
AURKA-CHMP2A,0
PMP22-SLC52A2,0
FGD4-TMEM177,1
ARGLU1-SNRPC,0
LAMP1-RTEL1,1
HDDC3-MRPL46,0
ST6GAL1-TP53,0
DHX38-NRAS,0
ERC1-HES4,0
S100A9-WHSC1L1,0
NAE1-NDUFS1,0
NACA-NOLC1,0
DKC1-NRAS,0
ABCC1-AMPD2,0
NAE1-TRAF1,0
CENPM-ZNRD1,1
KRAS-RPF1,0
TMEM186-USP7,0
NAE1-PARP4,0
OPA1-SULT1A3,1
HNRNPK-S100A10,0
BID-MTOR,0
ALAD-NAGK,0
PIK3CB-TK1,0
PLSCR1-STAT5B,0
L3MBTL2-NOL12,0
CDC26-REXO2,0
ANKRD28-RPN2,0
PPA1-PRDX3,0
P2RY6-TOP1,0
FARSA-MRPL4,0
KRAS-FAM103A1,0
PLK2-TOMM34,0
RPP38-TCF25,0
CSK-GAS8,1
ICMT-KRAS,0
CLEC2B-RPP40,1
LTBP4-ZP3,0
NRAS-ZDHHC16,0
MRPS35-TAF1,0
CHAF1A-SLC39A3,0
PSMD12-SLC35B1,0
MAP3K4-RPS6KA4,0
ASPH-SDC4,0
PTEN-PPP2R5E,0
TMCO3-TBL1XR1,0
RPN1-UST,1
ACOT2-MRPS10,0
HRAS-SRSF8,0
G6PD-PGK1,0
PTTG1-LARP1B,0
CASP3-TNFRSF10B,0
DCAF7-NACA,0
MAP4K4-SNRPC,0
MLH3-SLCO4A1,0
CDK2-PARP1,0
KRAS-VASH1,0
EIF3D-NUP54,0
MRPS27-NUP85,0
CETN2-SSBP1,0
ARF4-ATP6V1C1,0
EIF3C-WDR70,0
GGCX-TRIM3,0
FH-PTTG1,0
SLC27A1-BRCA1,0
BCL2L1-BIRC2,0
LMNB2-PNPLA8,0
NFYC-POLR2K,0
PTEN-COPB1,0
EXOSC4-HRAS,0
MAP3K8-TYK2,0
CCDC14-HRAS,0
BPTF-PHIP,0
CSF1R-HLA-DRB5,0
PLK2-PPM1G,0
DMXL1-ATM,0
BRD4-KMT2D,0
ABL1-RARA,0
ATXN10-RPL5,0
SPAG5-ZWINT,0
MED1-ZWINT,0
CALU-SMAD3,0
AURKA-TTC4,0
NDUFB1-RPL13,0
NRAS-PHC3,0
MUS81-PRSS36,0
BLM-KPNA6,0
NEDD8-NRAS,0
SSR3-KRAS,0
CDC26-FBXO28,0
CCDC14-PTGER2,0
MAX-NACA,0
CTSD-EPHX1,0
CHCHD2-SERPINB2,0
CAMK2D-NRAS,0
RNF213-CYP1B1,0
SASS6-NDC1,0
OCRL-PDIA5,0
SURF4-TMEM214,0
ZNF654-EXOC5,0
BTBD1-KRAS,0
IGHMBP2-TNFRSF10B,0
LRCH4-MACF1,0
ATAD3A-ST7,0
ATP5S-SNAI1,0
DDX51-TMEM131,0
CSNK2A1-APC,0
CARHSP1-HRAS,0
RPP40-SIRPA,1
BLM-LANCL1,0
ATM-POLR2A,0
EIF3M-TTC4,0
POLD1-UNG,0
IGF2BP3-ZRANB1,1
PNKD-ZFP36L1,0
MCM3-RFC4,0
BCLAF1-SLCO4A1,0
KRAS-PLAA,0
DHX29-MOCS2,0
RAF1-TPD52L2,0
ENO2-G6PD,0
CTCF-NASP,0
GBP1-PDRG1,0
MYC-NCOR1,0
BCR-TPM1,0
EXOSC9-NUDC,0
MUS81-DAXX,0
MRPL42-RBBP8,0
CSK-CLOCK,0
INTS5-PRIM2,0
PRDX3-XPNPEP1,0
BLM-CIC,0
PTEN-RAD21,0
MAP3K1-ELK4,0
MUS81-EDEM3,0
PPAT-TUBGCP3,0
FARSA-TNPO2,0
PTEN-SLC2A4RG,0
BEST1-LPAR5,0
NAE1-RAD23A,0
NAE1-OMA1,0
CSK-SYNE3,0
FNTA-BLM,0
GNL3L-RPS18,0
CDK6-UNG,0
INTS5-MED23,0
AURKA-DDX46,0
ZNF615-ATM,0
CUX1-ITGB1,0
ABL1-SRSF1,0
HIPK1-SLC29A1,0
AKT1-VAV1,0
SLC30A5-SNX2,0
RTF1-TRMT5,0
BCAS2-ILF2,0
CSK-PHF20L1,0
EIF2AK1-TGFBR2,0
KRAS-CHEK1,1
KCTD10-TUBGCP4,0
HCK-RRM1,0
ETAA1-POLE3,1
NDUFB1-TTC4,0
FH-POLR2K,0
PRKD3-RRM1,0
ARL2-EIF3M,0
RRM2B-BRCA1,0
TUBA1A-ATAD5,0
BCR-CA2,0
LAS1L-NRAS,0
CTNNBL1-TTC4,0
SHARPIN-SNTB2,0
NDUFA4-PIM1,0
ITGB1-C2CD2L,0
NSMCE4A-SDHC,0
BLM-RFC4,0
BRCA1-CHEK2,1
HMGN2-NRAS,0
CDK13-MYC,0
PRKD2-STRN4,0
ACAD9-UBASH3B,0
MGST2-F11R,0
SDHB-MRPL13,0
SPRED1-PHLDA1,0
RB1CC1-KRAS,0
CENPK-POLR2K,1
GTF3C4-SUMO1,0
ADRM1-NEK9,0
PELO-SMNDC1,0
DUSP22-GMPS,0
KRAS-PATZ1,0
HVCN1-APBB1IP,0
SUZ12-ZNF138,0
HLA-DRA-PTGS1,0
IGHMBP2-SESN2,0
CENPM-COPE,1
